scope,construct,count,percentage,is_common
python,Validate docstrings,1,0.47,False
python,Post reports,1,0.47,False
python,Manage Labels,1,0.47,False
python,Install pipenv,1,0.47,False
python,Install k6,1,0.47,False
python,List all releases,1,0.47,False
python,Delete all releases,1,0.47,False
python,Generate Changelog,1,0.47,False
python,Set the correct Node version using nvm,1,0.47,False
python,snapcore/action-build,1,0.47,False
python,docker manifest push coldfix/certbot-dns-netcup:latest,1,0.47,False
python,docker manifest create coldfix/certbot-dns-netcup:${{ github...,1,0.47,False
python,docker manifest create coldfix/certbot-dns-netcup:latest col...,1,0.47,False
python,docker manifest push coldfix/certbot-dns-netcup:${{ github.r...,1,0.47,False
python,🚀 Run hassfest validation,1,0.47,False
python,Test solid2cluster utilities,1,0.47,False
python,Test illumina2cluster utilities,1,0.47,False
python,Get branch name,1,0.47,False
python,Build Source Code,1,0.47,False
python,Setup sing-box,1,0.47,False
python,Post to GitHub,1,0.47,False
python,Does it run (PE)?,1,0.47,False
python,Does it run (ELF)?,1,0.47,False
python,Run capa,1,0.47,False
python,Zip ${{ matrix.artifact_name }} into ${{ env.zip_name }},1,0.47,False
python,Does it run (Shellcode)?,1,0.47,False
python,Does it run (CAPE)?,1,0.47,False
python,Test Api,1,0.47,False
python,Run Domain Sum Up script (domains_all.lst),1,0.47,False
python,Run Community Resolver script (ip_community.lst),1,0.47,False
python,Run OONI Resolver script (ooni_ips.lst),1,0.47,False
python,Run IP Sum (Temp) script (ips_all.lst),1,0.47,False
python,Run IP Sum + ASN (Final) script (ipsum.lst),1,0.47,False
python,Verify Release,1,0.47,False
python,Run OONI Parser (ooni_domains.lst),1,0.47,False
python,Run Bird2 Converter script,1,0.47,False
python,Copy version file to the webserver,1,0.47,False
python,Upload to Code Climate,1,0.47,False
python,Create local branch for diff-quality for PRs,1,0.47,False
python,Pull Container,1,0.47,False
python,Record the path of wheel distribution,1,0.47,False
python,Validate CITATION.cff,1,0.47,False
python,Set UID,1,0.47,False
python,Run examples,1,0.47,False
python,Update Schema and Settings,1,0.47,False
python,validation,1,0.47,False
python,Extract OS name,1,0.47,False
python,Test,1,0.47,False
python,Require all successes,1,0.47,False
python,Tox Python Information,1,0.47,False
python,System Python Information,1,0.47,False
